"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),죽/스프류,11.2,8.5,7.8
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),만두/피자류,30.5,22.4,24.4
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),육류,19.3,11.5,13.0
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),수산물,10.4,13.7,14.6
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),소스/양념류,17.1,13.2,11.7
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),즉석 떡볶이/면류,17.1,17.0,16.6
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),즉석 밥류,1.8,0.6,2.4
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.4,0.4,3.7
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),죽/스프류,0.7,0.1,0.2
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),만두/피자류,1.9,0.6,2.0
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),육류,0.4,0.5,1.9
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),수산물,1.1,0.6,0.4
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),소스/양념류,0.2,0.0,1.1
"월평균가구소득","200~400만원 미만","구입 변화",매우 증가 (%),즉석 떡볶이/면류,2.4,0.4,0.5
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),즉석 밥류,3.19,2.97,3.01
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.14,2.83,3.09
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),죽/스프류,2.68,2.41,2.62
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),만두/피자류,3.15,2.96,3.06
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),육류,2.84,2.64,2.79
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),수산물,2.66,2.60,2.77
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),소스/양념류,2.82,2.66,2.82
"월평균가구소득","200~400만원 미만","구입 변화",평균 (점),즉석 떡볶이/면류,2.90,2.89,2.87
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,즉석 밥류,6.8,12.0,7.1
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,10.1,22.0,11.3
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,죽/스프류,26.6,42.5,28.8
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,만두/피자류,3.5,10.6,2.9
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,육류,17.5,28.9,16.4
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,수산물,29.9,36.5,25.7
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,소스/양념류,9.0,20.0,8.1
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,12.2,18.8,9.0
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,즉석 밥류,93.2,88.0,92.9
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,89.9,78.0,88.7
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,죽/스프류,73.4,57.5,71.2
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,만두/피자류,96.5,89.4,97.1
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,육류,82.5,71.1,83.6
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,수산물,70.1,63.5,74.3
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,소스/양념류,91.0,80.0,91.9
"월평균가구소득","400~600만원 미만","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,87.8,81.2,91.0
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),즉석 밥류,3.9,5.3,4.8
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.4,10.1,7.4
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),죽/스프류,10.9,18.5,17.9
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),만두/피자류,3.2,3.6,3.3
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),육류,8.3,18.3,13.0
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),수산물,10.1,15.5,15.1
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),소스/양념류,5.2,13.7,10.3
"월평균가구소득","400~600만원 미만","구입 변화",매우 감소 (%),즉석 떡볶이/면류,5.4,6.7,8.3
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),즉석 밥류,6.7,18.3,16.3
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,13.4,26.0,19.4
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),죽/스프류,24.1,24.8,22.5
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),만두/피자류,12.3,15.8,11.8
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),육류,17.9,26.4,21.8
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),수산물,21.1,29.3,20.0
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),소스/양념류,20.1,24.0,21.3
"월평균가구소득","400~600만원 미만","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.2,21.2,19.4
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),즉석 밥류,63.6,56.4,57.4
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),즉석 국류/찌개/탕류,54.5,44.8,42.8
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),죽/스프류,51.6,45.5,48.5
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),만두/피자류,51.8,54.5,51.9
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),육류,57.9,46.4,47.0
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),수산물,52.6,38.1,51.2
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),소스/양념류,58.1,48.5,51.7
"월평균가구소득","400~600만원 미만","구입 변화",비슷 (%),즉석 떡볶이/면류,59.7,54.8,52.5
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),즉석 밥류,25.5,19.9,20.6
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,26.4,19.1,26.4
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),죽/스프류,13.0,11.3,11.0
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),만두/피자류,31.1,24.8,31.2
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),육류,14.4,8.6,15.3
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),수산물,15.3,17.1,12.1
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),소스/양념류,15.4,13.8,14.8
"월평균가구소득","400~600만원 미만","구입 변화",약간 증가 (%),즉석 떡볶이/면류,17.8,17.1,18.8
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),즉석 밥류,0.3,0.2,0.9
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,2.2,0.0,4.1
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),죽/스프류,0.5,0.0,0.2
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),만두/피자류,1.5,1.3,1.8
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),육류,1.5,0.3,2.9
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),수산물,1.0,0.0,1.7
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),소스/양념류,1.2,0.0,1.9
"월평균가구소득","400~600만원 미만","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.9,0.2,0.9
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),즉석 밥류,3.12,2.91,2.97
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.11,2.73,3.00
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),죽/스프류,2.68,2.50,2.53
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),만두/피자류,3.16,3.04,3.17
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),육류,2.83,2.46,2.73
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),수산물,2.76,2.57,2.65
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),소스/양념류,2.87,2.62,2.77
"월평균가구소득","400~600만원 미만","구입 변화",평균 (점),즉석 떡볶이/면류,2.93,2.83,2.85
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,즉석 밥류,9.8,6.4,3.9
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,12.3,11.9,7.1
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,죽/스프류,27.1,35.9,22.0
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,만두/피자류,2.6,3.8,1.8
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,육류,15.3,25.5,13.6
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,수산물,32.1,24.8,15.9
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,소스/양념류,8.5,12.8,4.0
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,14.2,10.3,5.5
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,즉석 밥류,90.2,93.6,96.1
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,87.7,88.1,92.9
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,죽/스프류,72.9,64.1,78.0
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,만두/피자류,97.4,96.2,98.2
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,육류,84.7,74.5,86.4
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,수산물,67.9,75.2,84.1
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,소스/양념류,91.5,87.2,96.0
"월평균가구소득","600만원 이상","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,85.8,89.7,94.5
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),즉석 밥류,5.1,1.2,2.9
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.3,5.3,9.9
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),죽/스프류,10.8,15.2,14.9
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),만두/피자류,5.0,3.5,1.1
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),육류,9.3,11.2,12.3
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),수산물,12.2,12.1,13.0
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),소스/양념류,5.9,13.3,6.2
"월평균가구소득","600만원 이상","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.0,5.0,6.8
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),즉석 밥류,8.5,14.9,9.2
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,13.5,19.7,16.7
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),죽/스프류,20.2,31.2,21.6
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),만두/피자류,11.5,12.4,10.2
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),육류,19.7,25.6,18.6
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),수산물,23.4,25.2,18.6
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),소스/양념류,21.3,26.0,25.8
"월평균가구소득","600만원 이상","구입 변화",약간 감소 (%),즉석 떡볶이/면류,18.2,13.7,20.6
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),즉석 밥류,56.2,58.5,56.8
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),즉석 국류/찌개/탕류,48.8,50.6,44.7
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),죽/스프류,48.4,44.4,48.9
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),만두/피자류,51.3,48.7,53.7
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),육류,57.5,46.6,48.1
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),수산물,51.1,46.9,47.7
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),소스/양념류,57.7,50.8,52.4
"월평균가구소득","600만원 이상","구입 변화",비슷 (%),즉석 떡볶이/면류,57.0,47.2,52.5
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),즉석 밥류,28.2,25.4,30.0
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,33.0,24.3,22.7
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),죽/스프류,20.6,9.3,13.9
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),만두/피자류,32.1,32.7,30.6
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),육류,13.1,15.4,15.7
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),수산물,11.8,15.2,18.5
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),소스/양념류,14.7,9.2,13.1
"월평균가구소득","600만원 이상","구입 변화",약간 증가 (%),즉석 떡볶이/면류,17.7,32.1,17.8
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),즉석 밥류,1.9,0.0,1.1
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.4,0.2,6.0
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.7
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),만두/피자류,0.2,2.8,4.3
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),육류,0.4,1.3,5.3
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),수산물,1.5,0.6,2.3
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),소스/양념류,0.5,0.7,2.5
"월평균가구소득","600만원 이상","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.2,1.9,2.4
"월평균가구소득","600만원 이상","구입 변화",평균 (점),즉석 밥류,3.13,3.08,3.17
"월평균가구소득","600만원 이상","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.16,2.94,2.98
"월평균가구소득","600만원 이상","구입 변화",평균 (점),죽/스프류,2.79,2.48,2.64
"월평균가구소득","600만원 이상","구입 변화",평균 (점),만두/피자류,3.11,3.19,3.27
"월평균가구소득","600만원 이상","구입 변화",평균 (점),육류,2.76,2.70,2.83
"월평균가구소득","600만원 이상","구입 변화",평균 (점),수산물,2.67,2.67,2.78
"월평균가구소득","600만원 이상","구입 변화",평균 (점),소스/양념류,2.83,2.58,2.80
"월평균가구소득","600만원 이상","구입 변화",평균 (점),즉석 떡볶이/면류,2.90,3.12,2.89
